AuthorID,Author,Date,Content,Attachments,Reactions
"194289793905983489","zackscriven","2021-04-28T03:47:49.1670000+08:00","!remove-coins @yousufzubairi 1","",""
"817835202746253344","IIoT#4707","2021-04-28T03:47:49.7720000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T03:47:54.2390000+08:00","lol","",""
"240032229273632769","ayman3952","2021-04-28T03:47:56.4840000+08:00","Lol","",""
"194289793905983489","zackscriven","2021-04-28T03:48:34.3440000+08:00","","https://cdn.discordapp.com/attachments/836684948739457085/836690305268580407/Screen_Shot_2021-04-27_at_12.48.21_PM.png?ex=68df7fd1&is=68de2e51&hm=5910342510122607c83d8761d1117d1e5b0fd69ea4a5316db5f26d38e4c4906d&",""
"240032229273632769","ayman3952","2021-04-28T03:48:36.6760000+08:00","Welcome to the zero club yousuf","","😩 (1)"
"194289793905983489","zackscriven","2021-04-28T03:48:49.5750000+08:00","!shop","",""
"817835202746253344","IIoT#4707","2021-04-28T03:48:49.8830000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:48:51.8410000+08:00","Dont get it where is the buying list","",""
"194289793905983489","zackscriven","2021-04-28T03:49:01.7400000+08:00","I need to add some better items.","",""
"194289793905983489","zackscriven","2021-04-28T03:49:09.7920000+08:00","!buy PLC","",""
"817835202746253344","IIoT#4707","2021-04-28T03:49:10.2980000+08:00","","",""
"742129646593638505","pocsgeza","2021-04-28T03:49:34.5080000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T03:49:34.9400000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T03:49:50.3450000+08:00","Don't forget to come back and claim the paycheck. lol","",""
"782154101122531328","yousufzubairi","2021-04-28T03:49:55.8570000+08:00","!buy PLC","",""
"817835202746253344","IIoT#4707","2021-04-28T03:49:56.2430000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:51:42.1270000+08:00","!richest","",""
"817835202746253344","IIoT#4707","2021-04-28T03:51:42.4370000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:52:39.0420000+08:00","!give-coins @Ayman 2","",""
"817835202746253344","IIoT#4707","2021-04-28T03:52:39.6930000+08:00","🚫 **yousufzubairi**, you can't use that.","",""
"194289793905983489","zackscriven","2021-04-28T03:52:56.1040000+08:00","!shop","",""
"817835202746253344","IIoT#4707","2021-04-28T03:52:56.5230000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:53:22.6470000+08:00","!give-coins Ayman 2","",""
"782154101122531328","yousufzubairi","2021-04-28T03:54:03.4440000+08:00","Trying to get you out from 0 club, seems not working 😋","",""
"782154101122531328","yousufzubairi","2021-04-28T03:56:28.1900000+08:00","!coins","",""
